ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	ploidyCons	aneuploidy_num	lineage
PB56	PB56	ERP014555	NA	Montalcino_in_Italy	Tree	Bark_from_Quercus_sp._(Oak_1)_next_to_vineyard	Tree	No	2	Unknown	No	No	No	No	No	No	Yes	No	PB56	256	1._Wine/European_	1._Wine/European_	TBD	0.000170188	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PB67	PB67	ERP014555	NA	Montalcino_in_Italy	Soil	Soil_beneath_grape_vine	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	PB67	232	1._Wine/European_	1._Wine/European_	TBD	0.000166055	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PB94	PB94	ERP014555	NA	Montalcino_in_Italy	Soil	Soil_by_trunk_of_Quercus_sp._(Oak_1)_next_to_vineyard	Tree	No	2	Unknown	No	No	No	No	No	No	No	No	PB94	250	1._Wine/European_	1._Wine/European_	TBD	0.000164937	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
PR	PR	ERP014555	NA	France	Wine	Vineyard	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	PR	276	1._Wine/European_	1._Wine/European_	TBD	0.000153509	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
RIB0001	RIB0001	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	No	No	RIB0001	203	25._Sake_	25._Sake_	TBD	0.000543178	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB0002	RIB0002	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB0002	207	25._Sake_	25._Sake_	TBD	0.000381777	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB0003	RIB0003	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@1,8	+1@1,8	Yes	Gain	Yes	No	No	No	RIB0003	223	25._Sake_	25._Sake_	TBD	0.000550471	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB0004	RIB0004	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@1,8	+1@1,8	Yes	Gain	Yes	No	No	No	RIB0004	220	25._Sake_	25._Sake_	TBD	0.000550751	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB0005	RIB0005	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB0005	213	25._Sake_	25._Sake_	TBD	0.000409669	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB0007	RIB0007	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@1	+1@1	Yes	Gain	Yes	0.03	No	No	RIB0007	143	25._Sake_	25._Sake_	TBD	0.000579794	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1001	RIB1001	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB1001	308	25._Sake_	25._Sake_	TBD	0.000444632	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB1002	RIB1002	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	+1@9	Yes	Gain	Yes	No	Yes	No	RIB1002	296	25._Sake_	25._Sake_	TBD	0.000450689	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1003	RIB1003	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3,11	Yes	Gain	Yes	No	Yes	No	RIB1003	218	25._Sake_	25._Sake_	TBD	0.000373364	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	2	1	Sake
RIB1004	RIB1004	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	0.01	Yes	No	RIB1004	217	25._Sake_	25._Sake_	TBD	0.000389835	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB1005	RIB1005	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@11	+1@11	Yes	Gain	Yes	No	Yes	No	RIB1005	260	25._Sake_	25._Sake_	TBD	0.00070772	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	2	1	Sake
RIB1006	RIB1006	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	Yes	No	RIB1006	232	25._Sake_	25._Sake_	TBD	0.000393136	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1007	RIB1007	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	Yes	No	RIB1007	235	25._Sake_	25._Sake_	TBD	0.000401804	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1008	RIB1008	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	Yes	No	RIB1008	212	25._Sake_	25._Sake_	TBD	0.000358782	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB1010	RIB1010	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	Yes	Yes	RIB1010	195	25._Sake_	25._Sake_	TBD	0.000374301	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB1011	RIB1011	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	+1@9	Yes	Gain	Yes	No	No	No	RIB1011	175	25._Sake_	25._Sake_	TBD	0.000385913	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1012	RIB1012	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3,9	Yes	Gain	Yes	No	No	No	RIB1012	159	25._Sake_	25._Sake_	TBD	0.000378726	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1014	RIB1014	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@11	+1@11	Yes	Gain	Yes	No	No	No	RIB1014	171	25._Sake_	25._Sake_	TBD	0.000366721	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	2	1	Sake
RIB1015	RIB1015	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@14	+1@14	Yes	Gain	Yes	No	Yes	No	RIB1015	124	25._Sake_	25._Sake_	TBD	0.000407176	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	2	1	Sake
RIB1016	RIB1016	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3,9	Yes	Gain	Yes	No	No	No	RIB1016	137	25._Sake_	25._Sake_	TBD	0.000414997	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB1017	RIB1017	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	+1@9	Yes	Gain	Yes	No	Yes	No	RIB1017	175	25._Sake_	25._Sake_	TBD	0.000393045	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB6001	RIB6001	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	No	No	RIB6001	146	25._Sake_	25._Sake_	TBD	0.000524159	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB6003	RIB6003	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB6003	176	25._Sake_	25._Sake_	TBD	0.000691609	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB6004	RIB6004	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	No	No	RIB6004	168	25._Sake_	25._Sake_	TBD	0.000452652	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB6005	RIB6005	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	No	No	No	No	No	No	Yes	No	RIB6005	179	25._Sake_	25._Sake_	TBD	0.000578128	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Sake
RIB6007	RIB6007	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	0.01	No	No	RIB6007	127	25._Sake_	25._Sake_	TBD	0.000428344	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB6008	RIB6008	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	No	No	RIB6008	196	25._Sake_	25._Sake_	TBD	0.000383119	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Sake
RIB6009	RIB6009	ERP014555	NA	Japan	Sake	Sake	Sake	No	2	2	+1@3	+1@3,11	Yes	Gain	Yes	No	No	No	RIB6009	213	25._Sake_	25._Sake_	TBD	0.000351422	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	2	1	Sake
RP.10.13	RP_10_13	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	RP_10_13	248	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002944209	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
RP.10.14	RP_10_14	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	RP_10_14	189	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002506258	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
RP.10.4	RP_10_4	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	RP_10_4	255	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002421899	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
RP11.4.1	RP11_4_1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	RP11_4_1	169	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002553944	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
RP11.4.11	RP11_4_11	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	RP11_4_11	216	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002546714	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
RP11.4.14	RP11_4_14	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	+1@6	+1@6	Yes	Gain	Yes	No	No	No	RP11_4_14	316	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.001841711	Peter_et_al_2018	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Brazilian Bioethanol
RR1a	RR1a	ERP014555	NA	My_Tho_South_Vietnam	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	No	No	No	RR1a	263	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000725586	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
S11F3-6B	S11F3_6B	ERP014555	NA	Sri_Lanka	Tree	Phloem_sap_of_Caryota_urens	Flower	No	2	Unknown	No	No	No	No	No	No	No	No	S11F3_6B	225	24._Asian_islands_	24._Asian_islands_	TBD	0.00033326	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Islands
S8BM-30-2D	S8BM_30_2D	ERP014555	NA	Sri_Lanka	Tree	Phloem_sap_of_Caryota_urens	Flower	No	2	Unknown	No	No	No	No	No	0.01	No	No	S8BM_30_2D	198	24._Asian_islands_	24._Asian_islands_	TBD	0.000339231	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Islands
SA.1.5.	SA_1_5_	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_1_5_	354	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.001734125	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SA.10.1.VL1	SA_10_1_VL1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_10_1_VL1	237	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003277457	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SA.10.1.VR4	SA_10_1_VR4	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_10_1_VR4	225	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.00245661	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SA.9.2.BL3	SA_9_2_BL3	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	+1@3	+1@3	Yes	Gain	Yes	No	No	No	SA_9_2_BL3	318	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003257767	Peter_et_al_2018	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Brazilian Bioethanol
SA.9.3.VR1	SA_9_3_VR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_9_3_VR1	197	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002630725	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SA.9.4.BR2	SA_9_4_BR2	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_9_4_BR2	158	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002280759	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SA.9.4.VL4	SA_9_4_VL4	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SA_9_4_VL4	197	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003058736	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SA6-31	SA6_31	ERP014555	NA	Toscana_Italy	Wine	Spontaneous_grape_fermentation	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	SA6_31	237	1._Wine/European_	1._Wine/European_	TBD	0.000217765	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SBD	SBD	ERP014555	NA	Northern_Europe	Bakery	Bakery	Bread	No	2	2	No	No	No	No	No	No	No	No	SBD	281	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000763731	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SBE-1C	SBE_1C	ERP014555	NA	Northern_Europe	Bakery	Bakery	Bread	No	2	2	+1@2,13	+1@2,13	Yes	Gain	Yes	No	No	No	SBE_1C	167	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003256154	Peter_et_al_2018	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	2	1	Mixed Origin
SG4	SG4	ERP014555	NA	Saigon_South_Vietnam	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	No	Yes	No	SG4	251	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.001274569	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SG60	SG60	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	Yes	No	SG60	227	1._Wine/European_	1._Wine/European_	TBD	0.001055222	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SGB1	SGB1	ERP014555	NA	Saigon_South_Vietnam	Fermentation	Rice_fermentation_starter_culture	SSF	No	2	2	No	No	No	No	No	No	No	No	SGB1	228	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.001083435	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Asian Ferm.
SGU89	SGU89	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	SGU89	233	1._Wine/European_	1._Wine/European_	TBD	0.001048799	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SJ5L12	SJ5L12	ERP014555	NA	Beinan_Taitung_Taiwan	Tree	Leaf_of_Trema_orientalis	Flower	No	2	Unknown	No	No	No	No	No	No	No	No	SJ5L12	221	NA	NA	TBD	0.000380707	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Taiwan2
SJ5L14	SJ5L14	ERP014555	NA	Taian_Miaoli_Taiwan	Fruit	Fruiting_body_of_Auricularia_auricular	Fruit	No	2	2	No	No	No	No	No	No	No	No	SJ5L14	190	M1._Mosaic_region_1	Mosaics	TBD	0.001294657	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SJ5L16	SJ5L16	ERP014555	NA	Jhuosi_Hualein_Taiwan	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	No	No	SJ5L16	233	1._Wine/European_	1._Wine/European_	TBD	0.000210531	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SJ5L17	SJ5L17	ERP014555	NA	Austria	Probiotic	Probiotic	NA	No	2	2	No	No	No	No	No	No	No	No	SJ5L17	224	1._Wine/European_	1._Wine/European_	TBD	0.00060792	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SJ5L18	SJ5L18	ERP014555	NA	Austria	Probiotic	Probiotic	NA	No	2	2	No	No	No	No	No	No	No	No	SJ5L18	261	1._Wine/European_(subclade_3)	1._Wine/European_	TBD	0.000328831	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
SM.8.2.C13	SM_8_2_C13	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_2_C13	316	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003268857	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.8.7.BR1	SM_8_7_BR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_7_BR1	216	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.00243481	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.8.7.L8	SM_8_7_L8	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_7_L8	188	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003150129	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.8.7.L9	SM_8_7_L9	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_7_L9	216	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003216724	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.8.8.BL1	SM_8_8_BL1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_8_BL1	240	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002403408	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.8.8.CVR1	SM_8_8_CVR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_8_8_CVR1	299	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002323626	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.9.1.AL1	SM_9_1_AL1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	Unknown	No	No	No	No	No	No	Yes	Yes	SM_9_1_AL1	224	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.00034021	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.9.2.BR3(L)	SM_9_2_BR3_L	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	SM_9_2_BR3_L	247	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.002655821	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.9.4.BL2	SM_9_4_BL2	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	No	No	SM_9_4_BL2	271	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003240231	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.9.4.BR1	SM_9_4_BR1	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	0.01	No	No	SM_9_4_BR1	74	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.003112828	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM.9.4.BR2	SM_9_4_BR2	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	0.05	No	No	SM_9_4_BR2	114	3._Brazilian_bioethanol_	3._Brazilian_bioethanol_	TBD	0.001825787	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Brazilian Bioethanol
SM8.3.M5	SM8_3_M5	ERP014555	NA	Brazil	Bioethanol	Bioethanol	Bioethanol	No	2	2	No	No	No	No	No	No	Yes	No	SM8_3_M5	224	M3._Mosaic_region_3_	Mosaics	TBD	0.003668687	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Mosaic
SRC 120	SRC120	ERP014555	NA	France	Cider	Cider_bioindustrial_strain_	Fermentation	No	2	Unknown	No	+1@9,11,16	Yes	Gain	Yes	No	No	No	SRC120	263	M1._Mosaic_region_1	Mosaics	TBD	0.000270091	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	+1	NA	NA	NA	NA	+1	2	1	Mosaic
SRC 147	SRC147	ERP014555	NA	Bretagne_France	Industrial	Bioindustrial_strains	Industrial	No	2	Unknown	No	No	No	No	No	No	No	No	SRC147	270	1._Wine/European_	1._Wine/European_	TBD	0.000187022	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
